@relation text
@attribute docs string
@attribute class {chore,no_chore}

@data
'Do the dishes',chore
'Write 20 to-do s',no_chore
'Wash the car',chore
'Get vacinations for trip to Panama',no_chore
'Talk to bank about investments',no_chore
'Write thesis progress report',no_chore
'Start literature study for thesis',no_chore
'Buy a new business suit',no_chore
'Enroll in tennis tournament',no_chore
'Plan Christmas dinner',no_chore
'Get the latest Wheel of Time book',no_chore
'Pick up my brother at 4pm',no_chore
'Do laundry',chore
'Go jogging with Sven',no_chore
'Buy Eurostar tickets to London today!',no_chore
'Review the lecture about association rules',no_chore
'Support the new collegue with his project',no_chore
'Take a drink with Sarah',no_chore
'Buy the newest novel of Pieter Aspe',no_chore
'Help my dad paint the living room',chore
'Bring all my 5 euro bills to the bank',no_chore
'Bring my borrowed books to the library before 4pm',no_chore
'Ask my boss for a raise',no_chore
'Take part in the local running contest',no_chore
'Go to the dentist on friday at 6pm',no_chore
'Hand in the CPL project',no_chore
'Clean my room',chore
'Find a good hotel in Barcelona',no_chore
'Ask Ben for the money he borrowed',no_chore
'Take some rest when I get home',no_chore
'Buy a4 paper, post-its and pencils',no_chore
'Check the upcoming weather in Berlin',no_chore
'Saturday 19: Movie night',no_chore
'Read up on Support Vector Machines',no_chore
'Visit uncle Arthur',no_chore
'Finish reading  A Farewell to Arms  currently at page 105',no_chore
'Consultation Doctor Houben 26 November 20:00',no_chore
'Take out the garbage',chore
'Take another loan',no_chore
'Buy fishing equipment on way to boat',no_chore
'Inform Mark that the deadline has moved',no_chore
'Do the dishes',chore
'Figure out who to contact, ISP got messed up',no_chore
'MLaII schedule changed, lessons on mondays, starting 14 Nov.',no_chore
'Sportus Saturday 09:00 Train long-distance running',no_chore
'Tell Matthias I can t make it to the party',no_chore
'Buy bread and 5 slices of Leerdammer Light',chore
'New Dresden Codak comic out on Thursday',no_chore
'Doctor Claeys blood-check 9 December, 10 am',no_chore
'Tom is at Berlin from Wednesday to Tuesday',no_chore
'Buy a new suitcase',no_chore
'Read book for project Machine Learning',no_chore
'Go to meeting for project',no_chore
'Buy a new football',no_chore
'Play football with friends',no_chore
'Clean my bedroom',chore
'Buy pencils for my little brother',no_chore
'Go to the dentist',no_chore
'Buy books for my little brother',no_chore
'Buy a sponge',chore
'Clean the garden',chore
'Make dinner',no_chore
'Go to the bank',no_chore
'Evaluate the stock market',no_chore
'Go to Scorpions on November 26',no_chore
'Read the books of Stieg Larsson',no_chore
'Wallpaper the kitchen',chore
'Recharge batteries for my bike headlight',no_chore
'Download all the course documents',no_chore
'Buy some toys for the children',no_chore
'Visit a friend in the hospital',no_chore
'Go to football training on Friday',no_chore
'Meet the project advisor for the project of the software-design course',no_chore
'Search for a summer job',no_chore
'Book a vacation',no_chore
'Do the dishes after dinner',chore
'Read the first chapter of the book "Machine Learning and Inductive Inference"',no_chore
'Withdraw 100d from the bank account',no_chore
'Buy a new bike to climb the Mont Ventoux this summer',no_chore
'Watch the latest movie of Harry Potter in cinema',no_chore
'Go to the doctor',no_chore
'Remove weeds from the lawn',chore
'Read the article about the cycling race yesterday',no_chore
'Fire all the employees who don t work hard',no_chore
'Deposit the money earned for helping grandmother',chore
'Take the flight to New York',no_chore
'Send a mail to confirm the team for the project about tag prediction',no_chore
'Ask father to repair the bike',no_chore
'Go to the theater with friends',no_chore
'Do your math homework',no_chore
'Go to the bank to open an account',no_chore
'Buy bread and yoghurt',no_chore
'Do the dishes',chore
'Pay the rent in the Post office',no_chore
'Go to the cinema with a couple of friends',no_chore
'Finish the Machine Learning report and dataset',no_chore
'Start reading the Godel, Escher, Bach book',no_chore
'Go to the meeting with prof. Smith',no_chore
'Go to the gymnastics practice',no_chore
'Buy some socks',no_chore
'Apply for the trip to Antwerp',no_chore
'Go with friends to the Bowling alley',no_chore
'Vacuum clean your room',chore
'Go swimming in the University pool',no_chore
'Find a present for the anniversary for the girlfriend',no_chore
'Change a tire on the bike',no_chore
'Pickup the package from the Post office',no_chore
'Study the literature for the Machine Learning project',no_chore
'Change the firmware on your smartphone',no_chore
'Buy the ingredients for making lunch',no_chore
'Study for the internship interview',no_chore
'Be at home when the interview is set',no_chore
'Meet the girlfriend in the City center',no_chore
'Go home for Christmas',no_chore
'Ask grandma for the cake recipe',no_chore
'Pay for the concert tickets through PayPal',no_chore
'Visit Paris and the Louvre museum',no_chore
'Go to the Machine Learning lecture',no_chore
'Read The Hobbit book before seeing the movies',no_chore
'Do the laundry',chore
'Go to the park for picnic',no_chore
'Help your cousin to move a bookcase',no_chore
'Apply for the government scholarship',no_chore
'Organize a barbecue event',no_chore
'Do the laboratory exercises for the Chemistry class',no_chore
'Get a new mattress for your bed',no_chore
'Ride your bike around the city',no_chore
'Buy Christmas presents for your friends',no_chore
'Clean your room',chore
'Fix dad s computer',no_chore
'Pick up the credit card in the bank',no_chore
'Practice for the Geography exam',no_chore
'Plan a trip around the country',no_chore
'Contact the Internet Service Provider Company about their offer',no_chore
'Go with your mother to the theater',no_chore
'Mow the lawn in the backyard',chore
'Go to the doctor for immediate checkup',no_chore
'Make project prolog',no_chore
'Go to the Football practice on monday',no_chore
'Borrow Playstation game Tom',no_chore
'Return book to library',no_chore
'Finish literature study machine learning',no_chore
'Book vacation Turkey',no_chore
'Make doctor appointment',no_chore
'Buy new football shoes',no_chore
'Clean my room',no_chore
'Pay back Tom',no_chore
'Go to dentist',no_chore
'Visit uncle in hospital',no_chore
'Finish presentation PenO',no_chore
'Sell Dexia stocks',no_chore
'Help father in garden',chore
'Visit Steve Jobs grave',no_chore
'Send complaint to professor of operating systems about the kernel project',no_chore
'Oral exam databases',no_chore
'Read book Harry Potter',no_chore
'Go to movies with girlfriend',no_chore
'Buy new hard disk',no_chore
'Lunch with boss transport department',no_chore
'Go to physiotherapist',no_chore
'Help brother with Task mathematics',chore
'Complete evaluation Machine learning course',no_chore
'Send mail to Apple for Job Application',no_chore
'Call pet control',no_chore
'Go to party for Lara s birthday',no_chore
'Collect information about javascript',no_chore
'Visit Jonathan in Swiss',no_chore
'Celebrate Berlusconi s resignation in Italy',no_chore
'Go to barber',no_chore
'Pick up new car',no_chore
'Plan meeting for reorganization R\&D department',no_chore
'Go to family dinner sunday',no_chore
'Go to lan party',no_chore
'Check exchange rate Drachme - Dollar',no_chore
'Make facebook account',no_chore
'Do guided tour Leuven',no_chore
'Buy new toothbrush',no_chore
'Tennis with Willem',no_chore
'Print boarding tickets',no_chore
'Mow the lawn',chore
'Chapter 4 of Machine Learning',no_chore
'Write paper for distributed systems',no_chore
'Call Mom to ask for extra allowance',no_chore
'Wedding present for Willem and Katie',no_chore
'Board game evening',no_chore
'Do the dishes',chore
'Pay the rent',no_chore
'Finish task on linear algebra',no_chore
'Pay 20 euros back to Jonas',no_chore
'Read the Lord of the Rings',no_chore
'Queue for ticket for Stephen Hawking',no_chore
'Pay Bram to write my task for machine learning',no_chore
'Choose destination for journey next summer',no_chore
'Print photos for sister',no_chore
'Watch latest episode of the Big Bang Theory',no_chore
'Throw my birthday party',no_chore
'Reading chapter about Genetic Algorithms',no_chore
'Working in the garden',chore
'Buying christmas presents',no_chore
'Playing the piano',no_chore
'Going to the bank',no_chore
'Participating in the IEEEXtreme contest',no_chore
'Preparing exercises for Artificial Intelligence course',no_chore
'Going to the movies with Jonas and karel',no_chore
'Clean bedroom',chore
'Change car oil',chore
'Buy halloween costume',no_chore
'Watch match of the Jupiler Pro League',no_chore
'Going home for the weekend',no_chore
'Repair the CRT TV',no_chore
'View latest episode of the IT Crowd',no_chore
'Throw a New Year s party',no_chore
'Visiting my sister in Kortrijk',no_chore
'Paying the electricity bill',no_chore
'Reading the Hitchhiker s Guide to the Galaxy',no_chore
'Go to the gym',no_chore
'Prepare machine learning project',chore
'Buy gift for birthday party Frank',chore
'Read material on natural language processing',no_chore
'Read course text machine learning',no_chore
'Go home on friday for family dinner',no_chore
'Go to the dentist tomorrow',no_chore
'Buy new sweaters',chore
'Buy sugar',chore
'fix bike',chore
'Work on prolog project',chore
'finish piece report operating systems paper',chore
'Clean home',chore
'Ask parents about ski trip after exams with friends',no_chore
'Party next week?',no_chore
'Go to jeroen tomorrow for machine learning @14u',no_chore
'Study complex systems',no_chore
'Work with Niels on distributed systems friday',no_chore
'Arrange trip to Switzerland',no_chore
'Apply for Athens-programme',no_chore
'Prepare breakfast for grandmother',chore
'bring notes of Machine learning course to Bart',no_chore
'swim training tonight at 9 PM with David',no_chore
'fix the television',chore
'pay the electricity bill before tomorrow',no_chore
'tomorrow meeting with assistent of Machine learning course',no_chore
'educative city trip to Paris with Ine',no_chore
'help neighbour with internet courses',no_chore
'buy new course material for the machine learning course',no_chore
'buy mother a nice birthday gift before the market closes',no_chore
'open a new bankaccount to save money for my new bike',no_chore
'review last week’s course slides',no_chore
'practice my C++ coding skills for my next project',no_chore
'Buy a bigger computerscreen for tomorrow’s schoolproject',no_chore
'give computerlessons at 7PM to my sister',chore
'clean up the garden',chore
'drive my sister to school at 5pm',no_chore
'read the manual for the new kitchen robot',chore
'pay my neighbour my debts',no_chore
