@relation text
@attribute docs string
@attribute class {home,no_home}

@data
'Work on prolog project',no_home
'finish piece report operating systems paper',no_home
'Clean home',home
'Ask parents about ski trip after exams with friends',no_home
'Party next week?',no_home
'Go to jeroen tomorrow for machine learning @14u',no_home
'Study complex systems',no_home
'Work with Niels on distributed systems friday',no_home
'Arrange trip to Switzerland',no_home
'Apply for Athens-programme',no_home
'Prepare breakfast for grandmother',home
'bring notes of Machine learning course to Bart',no_home
'swim training tonight at 9 PM with David',no_home
'fix the television',home
'pay the electricity bill before tomorrow',home
'tomorrow meeting with assistent of Machine learning course',no_home
'educative city trip to Paris with Ine',no_home
'help neighbour with internet courses',home
'buy new course material for the machine learning course',no_home
'buy mother a nice birthday gift before the market closes',no_home
'open a new bankaccount to save money for my new bike',no_home
'review last week’s course slides',no_home
'practice my C++ coding skills for my next project',no_home
'Buy a bigger computerscreen for tomorrow’s schoolproject',no_home
'give computerlessons at 7PM to my sister',no_home
'clean up the garden',home
'drive my sister to school at 5pm',no_home
'read the manual for the new kitchen robot',home
'pay my neighbour my debts',home
