@relation text
@attribute docs string
@attribute class {school,no_school}

@data
'Challenge floors for Viking Kubb',no_school
'Discuss algorithms with Naci',school
'Send account info to everyone that owes me for Chinese',no_school
'Finish up first part of machine learning assignment',school
'Find transport for Water polo match',no_school
'Contact Mark about S&S payment',no_school
'Send update about thesis',school
'Help Benjamin with presentation',no_school
'Pick up dogs at kennel',no_school
'Pick up mother from airport',no_school
'Contact Jean-Philippe about Paris trip',no_school
'Wash the car',no_school
'Fix grandparents  DVD player',no_school
'Work on CPL assignment',school
'Read up to chapter 12 English workbook',school
'Remind Michael to transfer money he owes me',no_school
'Buy games from wish list',no_school
'Buy chicken for dinner',no_school
'Visit grandmother at the hospital',no_school
'Fix the Internet connection',no_school
'Buy a home-warming gift for Willem',no_school
'Book a trip to Barcelona at the travel agency',no_school
'Order tickets for Walibi',no_school
'Retrieve new student card',school
'Mail CV to VTK to include it in CV-book',no_school
'Buy a new tennis racket',no_school
'Discuss machine learning project with parnter',school
'Do the dishes',no_school
'Write 20 to-do s',school
'Wash the car',no_school
'Get vacinations for trip to Panama',no_school
'Talk to bank about investments',no_school
'Write thesis progress report',school
'Start literature study for thesis',school
'Buy a new business suit',no_school
'Enroll in tennis tournament',no_school
'Plan Christmas dinner',no_school
'Get the latest Wheel of Time book',no_school
'Pick up my brother at 4pm',no_school
'Do laundry',no_school
'Go jogging with Sven',no_school
'Buy Eurostar tickets to London today!',no_school
'Review the lecture about association rules',school
'Support the new collegue with his project',no_school
'Take a drink with Sarah',no_school
'Buy the newest novel of Pieter Aspe',no_school
'Help my dad paint the living room',no_school
'Bring all my 5 euro bills to the bank',no_school
'Bring my borrowed books to the library before 4pm',no_school
'Ask my boss for a raise',no_school
'Take part in the local running contest',no_school
'Go to the dentist on friday at 6pm',no_school
'Hand in the CPL project',school
'Clean my room',no_school
'Find a good hotel in Barcelona',no_school
'Ask Ben for the money he borrowed',no_school
'Take some rest when I get home',no_school
'Buy a4 paper, post-its and pencils',no_school
'Check the upcoming weather in Berlin',no_school
'Saturday 19: Movie night',no_school
'Read up on Support Vector Machines',no_school
'Visit uncle Arthur',no_school
'Finish reading  A Farewell to Arms  currently at page 105',no_school
'Consultation Doctor Houben 26 November 20:00',no_school
'Take out the garbage',no_school
'Take another loan',no_school
'Buy fishing equipment on way to boat',no_school
'Inform Mark that the deadline has moved',no_school
'Do the dishes',no_school
'Figure out who to contact, ISP got messed up',school
'MLaII schedule changed, lessons on mondays, starting 14 Nov.',school
'Sportus Saturday 09:00 Train long-distance running',no_school
'Tell Matthias I can t make it to the party',no_school
'Buy bread and 5 slices of Leerdammer Light',no_school
'New Dresden Codak comic out on Thursday',no_school
'Doctor Claeys blood-check 9 December, 10 am',no_school
'Tom is at Berlin from Wednesday to Tuesday',no_school
'Buy a new suitcase',no_school
'Read book for project Machine Learning',no_school
'Go to meeting for project',no_school
'Buy a new football',no_school
'Play football with friends',no_school
'Clean my bedroom',no_school
'Buy pencils for my little brother',school
'Go to the dentist',no_school
'Buy books for my little brother',school
'Buy a sponge',no_school
'Clean the garden',no_school
'Make dinner',no_school
'Go to the bank',no_school
'Evaluate the stock market',no_school
'Go to Scorpions on November 26',no_school
'Read the books of Stieg Larsson',no_school
'Wallpaper the kitchen',no_school
'Recharge batteries for my bike headlight',no_school
'Download all the course documents',school
'Buy some toys for the children',no_school
'Visit a friend in the hospital',no_school
'Go to football training on Friday',no_school
'Meet the project advisor for the project of the software-design course',school
'Search for a summer job',no_school
'Book a vacation',no_school
'Do the dishes after dinner',no_school
'Read the first chapter of the book "Machine Learning and Inductive Inference"',school
'Withdraw 100d from the bank account',no_school
'Buy a new bike to climb the Mont Ventoux this summer',no_school
'Watch the latest movie of Harry Potter in cinema',no_school
'Go to the doctor',no_school
'Remove weeds from the lawn',no_school
'Read the article about the cycling race yesterday',no_school
'Fire all the employees who don t work hard',no_school
'Deposit the money earned for helping grandmother',no_school
'Take the flight to New York',no_school
'Send a mail to confirm the team for the project about tag prediction',school
'Ask father to repair the bike',no_school
'Go to the theater with friends',no_school
'Do your math homework',school
'Go to the bank to open an account',no_school
'Buy bread and yoghurt',no_school
'Do the dishes',no_school
'Pay the rent in the Post office',no_school
'Go to the cinema with a couple of friends',no_school
'Finish the Machine Learning report and dataset',school
'Start reading the Godel, Escher, Bach book',no_school
'Go to the meeting with prof. Smith',no_school
'Go to the gymnastics practice',no_school
'Buy some socks',no_school
'Apply for the trip to Antwerp',no_school
'Go with friends to the Bowling alley',no_school
'Vacuum clean your room',no_school
'Go swimming in the University pool',no_school
'Find a present for the anniversary for the girlfriend',no_school
'Change a tire on the bike',no_school
'Pickup the package from the Post office',no_school
'Study the literature for the Machine Learning project',no_school
'Change the firmware on your smartphone',no_school
'Buy the ingredients for making lunch',no_school
'Study for the internship interview',no_school
'Be at home when the interview is set',no_school
'Meet the girlfriend in the City center',no_school
'Go home for Christmas',no_school
'Ask grandma for the cake recipe',no_school
'Pay for the concert tickets through PayPal',no_school
'Visit Paris and the Louvre museum',no_school
'Go to the Machine Learning lecture',school
'Read The Hobbit book before seeing the movies',no_school
'Do the laundry',no_school
'Go to the park for picnic',no_school
'Help your cousin to move a bookcase',no_school
'Apply for the government scholarship',no_school
'Organize a barbecue event',no_school
'Do the laboratory exercises for the Chemistry class',school
'Get a new mattress for your bed',no_school
'Ride your bike around the city',no_school
'Buy Christmas presents for your friends',no_school
'Clean your room',no_school
'Fix dad s computer',no_school
'Pick up the credit card in the bank',no_school
'Practice for the Geography exam',school
'Plan a trip around the country',no_school
'Contact the Internet Service Provider Company about their offer',no_school
'Go with your mother to the theater',no_school
'Mow the lawn in the backyard',no_school
'Go to the doctor for immediate checkup',no_school
'Make project prolog',school
'Go to the Football practice on monday',no_school
'Borrow Playstation game Tom',no_school
'Return book to library',school
'Finish literature study machine learning',school
'Book vacation Turkey',no_school
'Make doctor appointment',no_school
'Buy new football shoes',no_school
'Clean my room',no_school
'Pay back Tom',no_school
'Go to dentist',no_school
'Visit uncle in hospital',no_school
'Finish presentation PenO',school
'Sell Dexia stocks',no_school
'Help father in garden',no_school
'Visit Steve Jobs grave',no_school
'Send complaint to professor of operating systems about the kernel project',school
'Oral exam databases',school
'Read book Harry Potter',no_school
'Go to movies with girlfriend',no_school
'Buy new hard disk',no_school
'Lunch with boss transport department',no_school
'Go to physiotherapist',no_school
'Help brother with Task mathematics',no_school
'Complete evaluation Machine learning course',school
'Send mail to Apple for Job Application',no_school
'Call pet control',no_school
'Go to party for Lara s birthday',no_school
'Collect information about javascript',school
'Visit Jonathan in Swiss',no_school
'Celebrate Berlusconi s resignation in Italy',no_school
'Go to barber',no_school
'Pick up new car',no_school
'Plan meeting for reorganization R\&D department',no_school
'Go to family dinner sunday',no_school
'Go to lan party',no_school
'Check exchange rate Drachme - Dollar',no_school
'Make facebook account',no_school
'Do guided tour Leuven',no_school
'Buy new toothbrush',no_school
'Tennis with Willem',no_school
'Print boarding tickets',no_school
'Mow the lawn',no_school
'Chapter 4 of Machine Learning',school
'Write paper for distributed systems',school
'Call Mom to ask for extra allowance',no_school
'Wedding present for Willem and Katie',no_school
'Board game evening',no_school
'Do the dishes',no_school
'Pay the rent',no_school
'Finish task on linear algebra',school
'Pay 20 euros back to Jonas',no_school
'Read the Lord of the Rings',no_school
'Queue for ticket for Stephen Hawking',school
'Pay Bram to write my task for machine learning',school
'Choose destination for journey next summer',no_school
'Print photos for sister',no_school
'Watch latest episode of the Big Bang Theory',no_school
'Throw my birthday party',no_school
'Reading chapter about Genetic Algorithms',school
'Working in the garden',no_school
'Buying christmas presents',no_school
'Playing the piano',no_school
'Going to the bank',no_school
'Participating in the IEEEXtreme contest',no_school
'Preparing exercises for Artificial Intelligence course',school
'Going to the movies with Jonas and karel',no_school
'Clean bedroom',no_school
'Change car oil',no_school
'Buy halloween costume',no_school
'Watch match of the Jupiler Pro League',no_school
'Going home for the weekend',no_school
'Repair the CRT TV',no_school
'View latest episode of the IT Crowd',no_school
'Throw a New Year s party',no_school
'Visiting my sister in Kortrijk',no_school
'Paying the electricity bill',no_school
'Reading the Hitchhiker s Guide to the Galaxy',no_school
'Go to the gym',no_school
'Prepare machine learning project',school
'Buy gift for birthday party Frank',no_school
'Read material on natural language processing',school
'Read course text machine learning',school
'Go home on friday for family dinner',no_school
'Go to the dentist tomorrow',no_school
'Buy new sweaters',no_school
'Buy sugar',no_school
'fix bike',no_school
'Work on prolog project',school
'finish piece report operating systems paper',school
'Clean home',no_school
'Ask parents about ski trip after exams with friends',no_school
'Party next week?',no_school
'Go to jeroen tomorrow for machine learning @14u',school
'Study complex systems',school
'Work with Niels on distributed systems friday',school
'Arrange trip to Switzerland',no_school
'Apply for Athens-programme',school
'Prepare breakfast for grandmother',no_school
'bring notes of Machine learning course to Bart',school
'swim training tonight at 9 PM with David',no_school
'fix the television',no_school
'pay the electricity bill before tomorrow',no_school
'tomorrow meeting with assistent of Machine learning course',school
'educative city trip to Paris with Ine',school
'help neighbour with internet courses',school
'buy new course material for the machine learning course',school
'buy mother a nice birthday gift before the market closes',no_school
'open a new bankaccount to save money for my new bike',no_school
'review last week’s course slides',school
'practice my C++ coding skills for my next project',school
'Buy a bigger computerscreen for tomorrow’s schoolproject',school
'give computerlessons at 7PM to my sister',no_school
'clean up the garden',no_school
'drive my sister to school at 5pm',school
'read the manual for the new kitchen robot',no_school
'pay my neighbour my debts',no_school
