@relation text
@attribute docs string
@attribute class {work,no_work}

@data
'Mining Facebook Dimitar Shterionov Gerda Janssens Dimitar Shterionov Nowadays, social networks are ubiquitous. The amount of data they involve (communication, interests, evolution of relationships,...) is enormous and continuously growing. Therefore, extracting knowledge from social networks is a challenging business. That is why sampling techniques aim to lower the size of a network, while keeping its specifics unchanged. Such methods, as for example random walks, can provide us with representative snapshots, from which we can extract important and reliable information. Consequently, typical characteristics of the social network can be determined and interesting problems such as influence propagation can be modeled. With this thesis we target to tackle problems related to sampling, propagation and prediction in social networks, in particular Facebook. Here we define four main approaches for dealing with these issues:First, we want to investigate sampling methods for creating realistic snapshots. Second, we want to search for most probable groups by combining cliques of friends, present in the snapshot. Also, we want to identify important users, for example, users that serve to bridge two distinct groups. Third, we want to investigate the problem of influence propagation ? what role different users play in mediating information. Forth, we want to predict the evolution of the network, by studying consequent snapshots. Fields of interest at this point are prediction of relationship, friendship, joining or leaving a group, etc. /a selection can be made out of the following topics/ study of different snapshot methods and implementation of selected ones detecting probable (friendship, relationship, etc.) links between users design and development of algorithms for joining cliques of users study of influence propagation and implementation of learning methods related to it suggesting methods for modeling the evolution of the network, based on snapshots taken in distinct time intervals and implementing models for predicting the network s relational aspects  For this thesis, you will use techniques from graph theory and graph mining. Also should be interested in Prolog and probabilistic logic programming. Work load - 50% literature, 50% coding. - Minas Gjoka, Maciej Kurant, Carter T. Butts, Athina Markopoulou ? A Walk in Facebook: Uniform Sampling of Users in Online Social Networks (http://arxiv.org/abs/0906.0060) - Ian A. McCulloh, Joshua Lospinoso, Kathleen Carley ? Social Network Probability Mechanics (www.wseas.us/e-library/conferences/2007egypt/papers/568-496.pdf)  - Amit Goyal, Francesco Bonchi, Laks V. S. Lakshmanan ? Learning Influence Probabilities In Social Networks (http://www-personal.umich.edu/~mejn/netdata/)  - Christos Faloutsos, Kevin S. McCurley, and Andrew Tomkins ? Fast Discovery of Connection Subgraphs (http://portal.acm.org/citation.cfm?id=1014068)  - A. Kimmig, et. al ? On the Implementation of the Probabilistic Logic Programming Language ProbLog.',no_work
'Facebook zonder zorgen: vang hackers in een JavaScript sandbox Steven vanAcker Lieven Desmet Frank Piessens Frank Piessens Lieven Desmet Steven vanAcker De laatste jaren duiken meer en meer webgebaseerde applicaties op ophet internet zoals GMail, Facebook, Twitter, ... Als krachtige enflexibele taal speelt JavaScript in deze webapplicaties eenbelangrijke rol om de interactie met de gebruiker aan de browserkantaangenamer te maken. De keerzijde van deze kracht en flexibiliteit isdat JavaScript ook door aanvallers gebruikt kan worden om bvb. cookieste stelen of een denial-of-service aanval op te zetten.Vanuit de optiek van het "least privilege" principe is het raadzaam omeen applicatie niet meer functionaliteit aan te bieden dan ze nodigheeft. In de praktijk wordt hiervoor gebruik gemaakt van een "sandbox"waarin de applicatie draait. De aangeboden functionaliteit in diesandbox is dan gelimiteerd tot het strikt noodzakelijke. Het doel van deze thesis is om een dergelijke sandbox te ontwikkelen. In eerste instantie zal in deze thesis nagegaan worden welke soortensandboxes er voor web applicaties bestaan en hoe effectief die zijn.Daarna volgt een implementatie of een uitbreiding van een bestaandsandbox mechanisme in Firefox. Met behulp van deze sandbox kan danonderzocht worden wat voor functionaliteit enkele typische webapplicaties zoal nodig hebben, en belangrijker: wat voorbeveiligingskritische functionaliteit kan verwijderd worden uit eentypische sandbox. Voor deze thesis heb je best interesse in veilige software, web browsers en web toepassingen. Aangezien bij deze thesis ook een implementatie hoort, heb je kennis van C++ en JavaScript nodig.',no_work
'Debugging Using Graphical Representations of Probabilistic Logical Programs Theofrastos Mantadelis Gerda Janssens Theofrastos Mantadelis  Lately we have seen an increase of interest in probabilistic logical programming formulations and systems such as PRISM, ProbLog, MLNs, etc.. These systems lack of comprehensive debugging tools. Conventional debugging is applied but does not give any information about the probabilistic nature of the program.  We aim to investigate how the probabilistic nature of such a program should be represented and shown to the programmer to help him find erroneous programs and wrong formulations.   The purpose of this thesis is to first investigate possible ways for modelling the execution of probabilistic logical programs. We will use those to provide debugging information and probabilistic model checking. The final goal of the thesis is to implement a debugger for ProbLog.     Research existing literature.   Choose and motivate a suitable general representation.   Implementation.   Integration with ProbLog.   Investigation of debugging properties.   Implementation of monitored execution.   Interested in Prolog, machine learning, and graphical representations. Strong programming skills (Java).     Sato, T. and Kameya, Y.: PRISM: A symbolic-statistical modeling language. Proceedings of the 15th International Joint Conference on Artificial Intelligence (IJCAI97), pp.1330?1335, 1997.    Domingos, Pedro and Richardson, Matthew (2007). Markov Logic: A Unifying Framework for Statistical Relational Learning. In L. Getoor and B. Taskar (eds.), Introduction to Statistical Relational Learning (pp. 339-371), 2007. Cambridge, MA: MIT Press.    A. Kimmig, B. Demoen, L. De Raedt, V. Santos Costa, and R. Rocha. On the Implementation of the Probabilistic Logic Programming Language ProbLog. Theory and Practice of Logic Programming, accepted, 2010.    Andreas Zeller, Dorothea L?tkehaus: DDD - a free graphical front-end for UNIX debuggers. ACM SIGPLAN Notices (1996).',no_work
'Most Probable Shortest Path Theofrastos Mantadelis Gerda Janssens Angelika Kimmig Dimitar Shterionov Theofrastos Mantadelis  Lately there is a surge of interest in problems that combine stochastic and logic information. Finding the most probable shortest path in a stochastic graph is such a problem. This problem has applications in intelligent transportation systems, bio-informatics, networks etc.. The context of this thesis is to investigate the most probable shortest path problem.   The thesis aims to investigate the most probable shortest path problem. We plan to develop efficient algorithms to solve this problem. We also want to investigate the best ways to solve this problem in ProbLog - a probabilistic programming language developed by the K.U. Leuven.      Study literature related with the shortest path problem on stochastic graphs.    Study literature related with ProbLog and familiarize with it.    Design algorithms that solve the most probable shortest path problem with ProbLog.    Implement the state-of-art solutions of the problem and the designed algorithms.    Perform a thorough comparison of the different approaches.   Interested in Prolog, Probabilistic Logic Programming, Machine Learning.     S. K. Peer, Dinesh K. Sharma - Finding the shortest path in stochastic networks. Computers & Mathematics with Applications 2007.    Y. Y. Fan, et. al - Shortest Paths in Stochastic Networks with Correlated Link Costs. Computers & Mathematics with Applications 2005.    G Polychronopoulos, et. al - Stochastic shortest path problems with recourse. Networks 1996.    Liping Fu, L. R. Rilett - Expected shortest paths in dynamic and stochastic traffic networks. Transportation Research 1998.    Ye Yuan, et. al - Efficient Answering Probability Threshold-Based SP Queries over Uncertain Graphs. DASFAA 2010.    A. Kimmig, et. al - On the Implementation of the Probabilistic Logic Programming Language ProbLog. TPLP 2010.',no_work
'Exploring Relational Binary Decision Diagrams Theofrastos Mantadelis Gerda Janssens Luc DeRaedt Theofrastos Mantadelis  Machine learning is the subfield of Artificial Intelligence that explores algorithms that learn from data. A major research topic within machine learning is statistical relational learning (SRL) that assigns probabilities to relational data and answers probabilistic queries. Inference in such models is NP-hard or worse. The current trend is to compile the model to a structure where inference is polynomial. Some structures that allow compilation are: Arithmetic Circuits, Reduced Ordered Binary Decision Diagrams, Zero Suppressed Decision Diagrams.  ROBDDs represent a Boolean function. They are somewhat similar to binary or Boolean decision trees though they have a graph structure. ROBDDs are used for many different AI applications such as: efficient inference, planning, learning. However, the usual ROBDDs can only represent propositional Boolean functions, but not relational or first order ones. Recently there have been some attempts to extend ROBDDs to work with relational or first order logic but it still remains an open research topic.   The purpose of this thesis is to explore and evaluate these proposals, possibly extend and adapt them, and optionally to investigate whether they can be used in combination with our probabilistic Prolog framework.    Understand Binary Decision Diagrams and other data structures.  Define how to apply Relational BDDs in inference tasks.  Prototype implementations of each chosen relational structure.  Comparison of structures.  [Optional] Integration of best performing structure in ProbLog.   Interested in data structures, machine learning.    Adnan Darwiche and Pierre Marquis - A Knowledge Compilation Map   Henrik Reif Andersen - An Introduction to Binary Decision Diagrams   Shin-ichi Minato, et al. - Compiling Bayesian Networks by Symbolic Probability Calculation Based on Zero-suppressed BDDs   Chenggang Wang, Saket Joshi, Roni Khardon - First Order Decision Diagrams for Relational MDPs   R. Bahar, E. Frohm, C. Gaona, G. Hachtel, E. Macii, A. Pardo, and F. Somenzi - Algebraic decision diagrams and their applications',no_work
'Versterk de grondvesten van het web Philippe DeRyck Lieven Desmet Frank Piessens Frank Piessens Lieven Desmet Philippe DeRyck  In het moderne web wordt er aan een hoog tempo nieuwe functionaliteit geintroduceerd. Hierbij wordt zeker rekening gehouden met veiligheid, maar is het niet altijd mogelijk om alle aspecten in beschouwing te nemen. In recent onderzoek [1] wordt er een formeel alloy-model [2] voorgesteld, waarmee het mogelijk wordt om na te gaan of nieuwe functionaliteit geen nieuwe kwetsbaarheden introduceert. De auteurs ontdekken met behulp van hun model een kwetsbaarheid in een beschermingsmaatregel die zij zelf ontworpen hebben, waarmee het nut op praktische wijze wordt aangetoond. Dit model wordt gebruikt met de Alloy analyzer, een model finder, vergelijkbaar met de IDP solver uit de cursus Modellering van Complexe Systemen.  Het voorgestelde alloy-model kan ook gebruikt worden om bestaande aanvallen en hun beschermingsmaatregelen te modelleren. Voorbeelden hiervan zijn Cross-Site Request Forgery, Session Hijacking, Session Fixation, ... Zo kan nagegaan worden of een beschermingsmaatregel voldoende bescherming biedt tegen de aanval in kwestie. Wanneer er ook legitieme scenarios worden gemodelleerd, kan er zelfs aangetoond worden of de beschermingsmaatregel deze scenarios ondersteunt, wat niet altijd het geval is.  Het doel van deze thesis is om specifiek gedrag van het web te modelleren, samen met mogelijke aanvallen, beschermingsmaatregelen en legitieme scenarios. Bij deze modellering kunnen enerzijds nieuwe aanvalsvectoren ontdekt en geaddresseerd worden, of kan er anderzijds aangetoond worden dat een beschermingsmaatregel veilig en/of bruikbaar is. De thesis start met het inwerken in het alloy-model, wat zeer intuitief is voor wie enigszins vertrouwd is met modelleringstechnieken. De inwerkingsfase focust zich op Cross-Site Request Forgery en reeds bestaande beschermingsmaatregelen. Naarmate de opgedane ervaring worden er nieuwe webtechnologieen en aanvallen aan het model toegevoegd. Gedreven. Deze thesis gaat uit van een natuurlijke interesse in software beveiliging, web applicaties en logica. De thesis vereist geen specifieke voorkennis, en bevat zowel een literatuurstudie als een ontwikkelsgedeelte. Het vak "Modellering van Complexe Systemen" en interesse in het werken met tools als de Alloy Analyzer is een pluspunt.  [1] Devdatta Akhawe, Adam Barth, Peifung Eric Lam, John Mitchell, Dawn Song. Towards a Formal Foundation of Web Security. Proceedings of the 23rd IEEE Computer Security Foundations Symposium, Edinburgh 2010.   [2]  http://alloy.mit.edu/community/',no_work
'Veilige web 2.0 applicaties: GWT to the rescue? Lieven Desmet Frank Piessens Frank Piessens Lieven Desmet Lieven Desmet Frank Piessens De ontwikkeling van web applicaties wordt meer en meer complex, en omvat zowel de programmatie van de client-side (HTML en Javascript), de server-side (PHP, Servlets, JSF, RubyOnRails, ASP.NET, ...) en de mogelijk asynchrone communicatie tussenbeide (AJAX). Verschillende Javascript libraries en frameworks bieden reeds extra abstracties aan om over de verschillende browsers heen op een uniforme manier de client-side scripts te ontwikkelen. Multi-tier talen (zoals GWT, Volta, Links, SELinks) gaan nog een stap verder, en komen aan de complexiteit tegemoet door een uniforme programmeeromgeving aan te bieden over de verschillende tiers (client tier, web tier, business tier, database tier). Google Web Toolkit (GWT) laat bijvoorbeeld toe om de applicatie in Java te programmeren, en genereert dan server-side automatisch de nodige Javascript. Het doel van deze thesis is om verschillende multi-tier talen voor web applicaties te bestuderen, en te vergelijken met elkaar op basis van de aangeboden security features. Daarnaast zal er ook een multi-tier taal uitgebreid worden om een ontbrekende web beveiligingstechniek (bv bescherming tegen CSRF, veiliger session management, veilige integratie van 3rd party gadgets) toe te voegen aan de taal. Om zowel de veiligheidsvereisten van web 2.0 applicaties in kaart te brengen als de aangeboden functionaliteit van multi-tier talen beter te begrijpen, zal in een eerste stap van de thesis een web 2.0 applicatie worden gebouwd (bv een eigen sociale netwerksite) met behulp van een dergelijke multi-tier taal (bv GWT). Deze web 2.0 applicatie zal verder in de thesis gebruikt worden om de verschillende multi-tier talen te beoordelen zowel op functionele eigenschappen als security features. Vervolgens wordt een van de talen uitgebreid om een ontbrekende beveiligingstechniek toe te voegen aan de taal. Interesse in ontwikkeling van veilige software en meer specifiek web applicatie beveiliging.De thesis is een gezonde mix van literatuurstudie, implementatie en onderzoek.   GWT:  http://code.google.com/webtoolkit/  SELinks:  http://www.cs.umd.edu/projects/PL/selinks/  Links:  http://groups.inf.ed.ac.uk/links/  Secure Compilation of a Multi-Tier Web Language:  http://www.cl.cam.ac.uk/~ib249/research/links-tldi09-submission.pdf',no_work
'Comparing Structure Learning Approaches for Probabilistic Models Wannes Meert Jesse Davis Jesse Davis Wannes Meert Models, such as Bayesian networks, dependency networks, Markov networks and kernel density estimators, are able to compactly represent the joint probability distribution over a set of variables. They have been successfully applied to tasks such as spam filtering, medical diagnosis, image recognition, and so on. These types of models gain their power by being able to exploit (conditional) independences among sets of variables in the data.One of the primary learning setting is given a data set, is it possible to automatically discover these independence relations. Many different learning algorithms have been proposed for each formalism (e.g., Bayesian networks or Markov networks). However, learning algorithms have been largely compared against competitors from the same formalism. What is lacking is a more comprehensive evaluation that makes comparison across the different formalism. This thesis will focus on taking off-the-shelf algorithms (most of which are publicly available) and applying them to a wide range of benchmark problems. This should lead to a better empirical understanding about the relative strengths and weaknesses of both the various learning algorithms and formalisms. The tasks involved with this thesis are the following: 	 Investigate what the current popular learning algorithms are for each formalism. Decide on a relevant subset of algorithms to include in the analysis.	 Create a set of benchmark datasets. These may also be drawn from publicly available source such as the UCI machine learning repository.	 Decide on a set of experiments that will help elucidate various properties of each algorithm and formalism.	 Run the experiments.  Interest in machine learning techniques.   Daniel Lowd and Jesse Davis. Learning Markov Network Structure with Decision Trees. Proceedings of the 10th IEEE International Conference on Data Mining (ICDM), 2010. Sydney, Australia. N. Friedman, D. Pe&apos;er and I. Nachman. Learning Bayesian network structure from massive datasets: The ?Sparse Candidate? algorithm. Proceedings of the 15th Conference on Uncertainty in Artificial Intelligence, 1999.',no_work
'Distributie en segregatie van cellulaire schade in bacteriele populaties Philip Dutre Abram.Aertsen+biw.kuleuven.be Philip Dutre Abram.Aertsen+biw.kuleuven.be Philip Dutre Abram.Aertsen+biw.kuleuven.be Dit project streeft naar een nieuwe en meer gedetailleerde analysemethode van microbiele processen, die gebaseerd is op de combinatie van gesofistikeerde microscopie met hoge doorvoer beeldanalyse. Door het gebruik van time-lapse fluorescentiemicroscopie kunnen immers essentiele gegevens zoals de morfologie, groeisnelheid, deling en genexpressie van een groot aantal individuele cellen gelijktijdig gedocumenteerd worden doorheen de tijd, zelfs met inbegrip van de onderlinge genealogische verwantschap tussen de cellen. Om deze massa aan relevante informatie efficient en adequaat af te leiden van het bekomen beeldmateriaal, zullen nieuwe algoritmen voor hoge doorvoer beeldanalyse ontwikkeld worden.  Uit videosequenties die via automatische micrsoscopie verkregen werden, zal getracht worden om allerhande karakteristieken uit beelden af te leiden. Dit zal gebeuren a.d.h.v. algoritmen die gebaseerd op beeldherkenning en zogenaamde shape grammars. Deze laten toe om geometrische vormen (in deze toepassing cellen) in beelden op te sporen. De finale eindbedoeling is om na te gaan in hoeverre essentiele tools voor micro-biologen kunnen ontwikkeld worden.  Deze masterproef is in samenwerking met de afdeling Levensmiddelentechnologie van de Faculteit bio-ingenieurswetenschappen.',no_work
'Probabilistische Visibiliteit in Computer Graphics Rendering Algoritmen Philip Dutre Philip Dutre Philip Dutre De visibiliteitsfunctie is een belangrijke component in vele 3D rendering algoritmen. De visibiliteitsfunctie op zich neemt meestal 2 vormen aan: ofwel wil men vanuit een punt en in een bepaalde richting te weten komen welk geometrisch object men waarneemt (cfr primaire zichtstralen in ray tracing); ofwel wil men weten of 2 punten in de 3D ruimte onderling zichtbaar zijn zonder tussenligende objecten (cfr. schaduwstraal in ray tracing). In dit laatste geval kan men de visibiliteitsfunctie beschouwen als een binaire of booleaanse functie, met als resultaat 0 (niet zichtbaar) of 1 (wel zichtbaar)In globale belichtingsalgoritmen komt de visibiliteitsfunctie echter dikwijls voor als onderdeel van de te integreren belichtingsfunctie. Bijvoorbeeld, indien men de belichting van een oppervlaktelichtbron voor een te shaden punt wil kunnen, moet men integreren over het oppervlak van de lichtbron. Omdat sommige delen van de lichtbron al dan niet zichtbaar kunnen zijn  voor het punt dat men wil shaden, zit de visibiliteitsfunctie vervat in de integrand.In dergelijke gevallen speelt de exacte waarde van de visibiliteitsfunctie (0 of 1) minder een rol, omdat we geinteresseerd zijn in de gemiddelde geintegreerde visibiliteit: welke fractie van de lichtbron is zichtbaar(getal tussen 0 en 1).Integralen in computer graphics worden dikwijls uitgerekend met stochastische processen (Monte Carlo integratie). Het kan dus een nut hebben om ook de visibiliteitsfunctie voor een gegeven paar punten ook als een stochastische functie te gaan beschouwen. Bvb. in plaats van alle geometrische primitieven op mogelijke intersectie met een schaduwstraal te testen, kunnen we slechts een subset testen. Het resultaat zal dan stochastisch van aard zijn met een zeker betrouwbaarheidsinterval. Omdat men finaal toch de functie als geheel wil gaan integreren, kunnen deze stochastische afwijkingen elkaar opheffen en kan men toch een nauwkeurige integraalwaarde (en dus belichtingswaarde voor een pixel) bekomen.Een en ander zou er toe moeten kunnen leiden dat men sneller een zelfde kwaliteit beeld kan genereren, met globaal gezien minder straal-object intersecties - niet door een spatiale gegevensstructuur te gebruiken, maar wel door op een stochastische manier slechts een subset van objecten op intersectie te testen. Het doel van deze masterproef is om enkele denkpistes i.v.m. het probabilistisch evalueren van de visibiliteitsfunctie te onderzoeken. Omdat dit een experimenteel en onderzoeksgedreven onderwerp is, staan de resultaten niet bij voorbaat vast.Het is tevens de bedoeling om een wetenschappelijk paper op basis van dit onderwerp in te dienen voor het Eurographics Symposium on Rendering 2012 (deadline: April 2012, en een van de toonaangevende fora voor rendering onderzoek in computer graphics). Indien het paper aanvaard wordt, zal de student dit mogen presenteren op dit symposium. Als dusdanig zal er bij dit onderwerp ook nauw worden samengewerkt met prof. Philip Dutre die een lange ervaring heeft met de ontwikkeling van rendering engines voor globale belichting. Omwille van de timing wordt er verwacht dat het zwaartepunt van de hoeveelheid werk in het 1ste semester komt te liggen. Vermits het de bedoeling is om te werken op de evaluatie van de visibiliteitsfunctie, zal er gestart worden van bestaande ray tracing implementaties (bvb. PBRT, http://www.pbrt.org/).De implementatie zal gebeuren in C/C++. Indien de student hier geen voorkennis van heeft, wordt verwacht dat de student deze zelf verwerft geudrende de zomervakantie. Uitzonderlijk kan overwogen worden dit project in een andere programmeertaal te maken (contacteer hiervoor ph. Dutre). Student met sterke interesse in experimentele en onderzoeksaspecten van globale belichtingsalgoritmen in computer graphics. Ook een gezonde interesse in numerieke technieken en probabiliteitstheorie is een must. Een inleidend vak Computer Graphics moet reeds gevolgd zijn.Omdat er gestreefd wordt naar het indienen van een wetenschappelijk paper, wordt verwacht dat de student sterk gemotiveerd is wetenschappelijk onderzoek samen met de promotor van de masterproef. Algemene literatuur i.v.m. 3D rendering algoritmen en globale belichting. Advanced Global Illumination  (boek), uitgever A K Peters, Ph. Dutre, K. Bala, Ph. Bekaert. Physically-based Rendering  (boek), uitgever Morgan Kaufmann, M. Pharr, G. Humphreys',no_work
'There is safety in numbers: Protecting programs by duplicating their parts Nick Nikiforakis Frank Piessens Wouter Joosen Nick Nikiforakis Despite the extensive research in security countermeasures for memory-unsafe languages (such as C and C++), vulnerabilities are still being discovered and exploited. While memory-safe languages exist, performance, compatibility and control reasons still place C and C++ as the 2nd and 3rd most used programming language. A characteristic example is the Linux kernel, which is almost entirely writtenin C. In this thesis, the student is called to explore the most well-knowncountermeasures that are suggested and/or deployed on modern OS and then develop his own. The countermeasure itself is based on the duplication of certain elements of a running program that can transform the control-flow of a program in a more static, and thus more secure version.  The following are expected:1)The student will have to explore and become familiar with the most popular research around low-level C vulnerabilities.2)The student will have to become familiar enough with C, x86 assembly and a transformation system to successfully design and implement the defense mechanism described earlier The student must be already familiar with C (use of pointers, dynamic memory etc.) and must be willing to learn all the rest.     Smashing the stack for fun and profit       Simple Stack-smashing protection for GCC      Defeating Return-Oriented Rootkits with "Return-less" Kernels',no_work
'Low-level computer bugology Nick Nikiforakis Wouter Joosen Nick Nikiforakis Despite the extensive research in security countermeasures for memory-unsafe languages (such as C and C++), vulnerabilities are still being discovered and exploited. While memory-safe languages exist, performance, compatibility and control reasons still place C and C++ as the 2nd and 3rd most used programming language. A characteristic example is the Linux kernel, which is almost entirely written in C. In this thesis, the student is called to explore the latest bugs insoftware products, categorise them and discover their significance. A very important part of this study will be to classify them according to their locality. That is, given a vulnerable program, can the bug be temporarily mitigated by commenting out the function and return a default error value? Or is it inherently connected to a large part of the program, and switching off its function would mean a complete break-down of a program s functionality? The following are expected: 1) The student will have to become familiar with basic hacking techniques. 2) The student will have to do an extensive study of vulnerable programs and categorize their vulnerabilities using various metrics 3) The student will have to attempt to "fix" some of them, using specific guidelines The student must be already familiar with C (use of pointers, dynamic memory etc.) and must be willing to learn all the rest.    Milk or Wine? Does software Security improve with Age?   US-CERT Vulnerability Notes Database',no_work
'Securing the foundations of Web applications Nick Nikiforakis Frank Piessens Lieven Desmet Nick Nikiforakis In an ever-growing Internet, more and more people utilize Web servicesto conduct more and more online transactions. From e-shopping and e-mail to e-banking and e-health, users trust Web applications with their financial, private and medical data without really understanding the loss that they would suffer if someone impersonated them to these applications. Due to the value of this information, a plethora of attacks have been devised against Web applications and specifically against their session management functions, both at client-sideand at the server-side. Existing countermeasures provide protection against specific attacktechniques, but fail to provide comprehensive session security.The objective of the thesis is to propose an improved design forsecuring session management by combining and or extending these existing countermeasures. The student will propose a design, implement it in Firefox, and evaluate the security, compatibility and/or performance. The student will be expected to: 1) Become familiar with basic Web hacking techniques related to session identifiers 2) Become familiar with the extension framework of Mozilla Firefox 3) Design, implement and extend session security mechanisms  The student must feel comfortable with server-side and client-side Web programming languages (e.g. PHP and JavaScript).     CsFire: Transparent client-side mitigation of malicious cross-domain requests  SessionShield: Lightweight protection against session hijacking',no_work
'The quick Firefox jumps over the Internet Nick Nikiforakis Frank Piessens Lieven Desmet Nick Nikiforakis The Mozilla Firefox is a free, open-source Internet browser whichcurrently holds 30% of the world-wide browser usage. One of its main attractive characteristics is its expandability, i.e. the fact that users and programmers can extend the functionality of the browser by coding new "extensions" that can be added, without recompilation, to the browser. For the same reason, Firefox has also been used a lot by academics who can, relatively easily, implement a prototype for their systems and test them on a real fully-functional browser. In this thesis, the student is called to study the extension-related functionality of Firefox and to use it, in combination with other systems of his choice to create an interactive Web crawler. The resulting system should be able to start from a given list of URLs, autonomously browse the Web and click on links to navigate from page to page. The crawler will then be evaluated by putting it to use for a variety of purposes, ranging from simple statistic gathering to testing new attacks/defenses. The student will be expected to: 1) Become familiar with the mechanisms used in existing crawlers 2) Become familiar with the extension framework of Mozilla Firefox and 3) Design and implement the various extensions and systems that will allow a browser to autonomously browse through the Internet and perform basic interactions with each Web page The student must be willing to discover and configure existing mechanisms as well as design and implement all the necessary missing components for an autonomous interactive Web crawler   A Solution for the Automated Detection of Clickjacking Attacks  Chickenfoot',no_work
'Formele modellering en kennisrepresentatie in  robotica Hanne Vlaeminck Marc Denecker Marc Denecker Hanne Vlaeminck  Een van de belangrijkste challenges van de komende tien jaar inrobotica is de integratie van hoog niveau informatie en commonsense kennis in robotten wat deze moet toelaten om meerintelligentie en zelfstandigheid te verwerven.  Op dit ogenblikmoet het gedrag van robotten nog tot in de kleinste detailsgeprogrammeerd worden.  Nu succesvolle methododiekenwerden ontwikkeld voor concrete laag-niveau handelingen (bewegenvan een arm, vastnemen van een object,... ) verlegt de aandachtzich naar inbouwen van gezond verstand in robotten (zoals dat eenglas breekt als het losgelaten wordt op een zekere hoogte, of datmenselijke omstaanders niet geraakt mogen worden tijdens eenbeweging, ... )  Hiervoor zal gebruik gemaakt moeten worden vanallerhande expressieve kennisrepresentatietalen (met of zonderprobabiliteiten) voor het modelleren van kennis op een hoogabstractieniveau. Deze thesis is een experiment hierrond.  De initiele setting vande thesis is een verkeersituatie bestaande uit een paar robottendie zich autonoom voortbewegen in een verkeerspark dat voorhandenis op werktuigkunde. De kennisbank van deze robotten zal bestaanuit verschillende lagen. Op het hoogste niveau vinden we bv. deverkeersregels, dit zijn de "constraints" die opgelegd wordendoor de "Environment".  Daarnaast komen de constraints dieopgelegd worden door de "Task": wat wil een bepaalde individuelerobot doen? Welke optimisatie wil men bereiken voor het gehelekruispunt?  Enz. Vervolgens komen de constraints opgelegd doorde "Robots", met name: hoeveel ruimte is er nodig, welkesnelheden zijn mogelijk en gepast, enz.  Diedriehoek "Environment-Task-Robot" komt altijd terug, en eenbelangrijk deel van de kennis bestaat juist uit hoe die driekunnen, mogen of moeten interageren. De rest van de kennis gaatover de (vertegenwoordigers van) drie genoemde componenten. Ditbetreft o.a., specificatie van hoog niveau acties(effecten van beweging, draaien, van objecten oprapen ofvoortduwen, botsen, boetes bij het rijden door een rood licht,enz). Ook hier zijn er kennisrepresentatie-vereisten voorEnvironment, Task en Robot, apart en in interactie. Het is opdeze niveaus dat plannen berekend worden op basis van intentiesen specieke doelen.  Wat er nog bijkomt is de kennis over hoe ditlagere niveau interageert met het hogere (en met zijn eigenlagere niveau, namelijk dat van de controllers en estimators vlakrond de hardware (motoren en sensoren).  Modelleren van en testen met robotten die zich in een verkeerspark voortbewegen.  Wat de studenten moeten kunnen bereiken in het eindwerk: er moeteen modellering worden gebouwd van de diversekennisbankcomponenten met voldoende informatie om om een echteverkeerssituatie uit te testen, bijvoorbeeld twee ofdrie "wagens" die elkaar kruisen op een kruispunt. In een laterstadium zal gekeken worden naar meer complexe taken zoalsassemblage. Voor de kennisrepresentatietaal en inferentiesysteemwordt uitgegaan van FO(.) en het IDP systeem (confer de cursusModelleren van Complexe Systemen).  Werktuigkunde zorgt voor decontrole en de perceptie, tot op het niveau dat nodig is voor dekennisrepresentatie.  Interesse voor modeleren, logica, programmeren en robotica.  http://homepages.laas.fr/slemaign/official/myself/myself.html  http://ias.cs.tum.edu/research-areas/cram/cram',no_work
'Bio-inspired scheduling for smartphone and tablet platforms  ZubairWadood Bhatti Davy Preuveneers Yolande Berbers ZubairWadood Bhatti Davy Preuveneers Modern smartphone and tablet platforms feature heterogeneous cores with multiple operational modes, complex memory hierarchies and multi-hop on-chip interconnects. Efficient scheduling such that all these features are exploited is computationally complex. State-of-the-art operating systems that decide everything at run-time are not able to target aggressive scheduling optimizations because of the run-time overhead they incur. Therefore, two-phase approaches to the scheduling problem have recently appeared. At design-time, scheduling decisions for the application are made off-line. At run-time, these precompiled schedules are dynamically activated depending on the runtime context. This approach allows for flexibility and less overhead for the run-time manager to minimize the system energy consumption. This thesis will investigate how bio-inspired techniques such as genetic algorithms can be applied for scheduling. For example, in genetic algorithm based scheduling, the starting times of tasks can represented as genomes, the initial population would consist of genomes with some random start times. These genomes can then be mutated to find better solutions.  A branch and bound based scheduler will be provided to the student(s). This tool finds schedules for tasks onto cores and their corresponding modes, schedules of data objects in different memories (on-chip scratchpads, off-chip RAM, flash etc.) and schedules for data transfers on the interconnect. The thesis will investigate the application of bio-inspired techniques to the problem of design-time scheduling exploration. The goal is to propose a fast, scalable and efficient exploration technique for this problem, and to compare the efficiency with the branch and bound based scheduler. The first phase of the thesis will consist of a literature study on evolutionary search heuristics and scheduling for multiprocessor systems. The second phase of the thesis will design and implement search algorithms for this problem. The third phase will use the algorithms for scheduling exploration of multimedia applications (HD video, MP3 player) on a Smartphone platform Texas Instruments OMAP (used in some Smartphones and Tablets from Nokia, Motorola, Sony Ericsson and Samsung). The results of the exploration (speed, scalability and efficiency) will be compared to a baseline of branch and bound based search.  A strong interest in embedded systems.The daily supervision will be partially in English',no_work
